study_id,item_id,item_filename,item_cdn_url,participant_id,participant_external_id,participant_display_name,participant_tags,participant_quality_grade,participant_quality_grade_item,test_item_display_order,exposure_number,fixation_point_x,fixation_point_y,fixation_starts_at_ms,fixation_ends_at_ms,fixation_duration_ms,saccade_amplitude_percent,notes
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,47.031568877551,51.626133786848,12929,13326,397,21.459559730492,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,70.652669270833,63.976945695696,13391,13676,285,28.145343849743,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,38.368298368298,62.689717689718,13759,14054,295,18.613861723169,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,17.406092171717,69.952300785634,14082,14210,128,52.524193816634,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,77.399553571429,59.821428571429,14277,14466,189,19.320745682832,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,90.625,28.194444444444,14562,14685,123,41.190344823245,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,43.821801485247,39.843168527379,14812,15211,399,27.102378182003,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,13.484375,27.708333333333,15322,15599,277,46.311803765067,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,65.943509615385,42.735042735043,15665,16061,396,6.7266354945627,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,58.245442708333,43.715277777778,16084,16231,147,14.781795565416,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,42.1875,53.416666666667,16263,16414,151,17.706965227359,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,55.613839285714,80.522675736961,16479,16850,371,11.721332558361,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,48.919048887311,59.787326388889,16881,17261,380,0.44406747986748,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,48.643973214286,60.549749192606,17293,17637,344,11.72374927887,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,35.703125,54.025132275132,17669,17980,311,,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,87.708333333333,44.791666666667,18137,18322,185,,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,24.352678571429,58.738776655443,18541,18666,125,22.124410259581,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,48.597005208333,45.3664246633,18698,19074,376,3.2880052793341,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,49.140625,52.003066378066,19103,19497,394,5.6981771824381,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,54.205729166667,59.351851851852,19528,19707,179,26.530059152064,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,3a37282f-f771-4174-886a-636fa17c879f,,"Vaishnavi Kori, Female, 20",,5,5,1,1,83.056739267677,76.603067714179,19758,19988,230,,
bcfa9991-20d2-4b05-8fa7-1a45d3a9b087,bbb32d96-2afa-40db-aa54-3b244dbf9692,here.png,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_bcfa9991-20d2-4b05-8fa7-1a45d3a9b087/project_lg_bbb32d96-2afa-40db-aa54-3b244dbf9692.jpg?v=15.18.3,989efa07-9b73-4a02-90fb-9543d5a02f87,,"unga ",,6,6,1,1,52.245772723537,46.697622178391,1,378,377,1.6971438240856,
